Month,Start Date,End Date,Duration,Time,Event,Location,Partner/Promo,SEM Needs,Marketing Start Date,Expected Attendance,Target Garage,MG Landing Page,Event Website,Partner Rates,Total Comp Validations,12 Drive-Up,24 Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
August,"Tue, Aug 29","Tue, Aug 29", 1 ,6:30 PM,"MP Summer Film Series
Everything Everywhere All At Once",Jay Pritzker Pavilion,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,
August,"Wed, Aug 30","Wed, Aug 30", 1 ,7:30 PM,Chicago Fire FC vs. Vancouver Whitecaps FC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-vancouver-whitecaps-fc,,,,,,,,
August,"Thu, Aug 31","Thu, Aug 31", 1 ,6:30 PM,Race Judicata,"Grant Park
Arvey Field",,,,"3,000",Grant Park South,N/A,https://www.cvls.org/judicata/,,,,,,,,
August,"Thu, Aug 31","Thu, Aug 31", 1 ,6:30 PM,Beck & Phoenix,Huntington Bank Pavilion | Northerly Island,,,,,,,http://www.pavilionnortherlyisland.com/events/beck-phoenix/#.Y-GHJXbMKUk,,,,,,,,
August,"Thu, Aug 31","Sun, Sep 3", 3 ,Various,Chicago Jazz Festival (DCASE),Jay Pritzker Pavilion / Millennium Park,,,,,Millennium Park & Lakeside Garage,https://www.millenniumgarages.com/chicago-department-of-cultural-and-special-events/,https://www.chicago.gov/city/en/depts/dca/supp_info/chicago_jazz_festival.html,,,,,,,,
September,"Fri, Sep 1","Fri, Sep 1", 1 ,12:30PM to 3:30PM,Columbia College Chicago New Student Convocation,Grant Park,,,,,,No,https://students.colum.edu/handbook/traditions/convocation,,,,,,,,
September,"Sat, Sep 2","Sat, Sep 2", 1 ,8:00 AM,Millennium Park Summer Workouts,Millennium Park,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,
September,"Sun, Sep 3","Sun, Sep 3", 1 ,7:00 AM,Bike The Drive,Grant Park,,,,"18,000",Millennium Lakeside Garage,https://www.millenniumgarages.com/bikethedrive/,https://bikethedrive.org/,,,,,,,,
September,"Mon, Sep 4","Mon, Sep 4", 1 ,-,Labor Day (Federal),,,,,,,,,,,,,,,,
September,"Fri, Sep 8","Sun, Sep 10", 2 ,Various,Taste of Chicago,,,,,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/taste_of_chicago.html,,,,,,,,
September,"Sat, Sep 9","Sat, Sep 9", 1 ,7:00 AM,Run Mag Mile 5K & 10K,Grant Park,,,,"4,500",Grant Park South,TBD,"https://runmagmile.com/#:~:text=Run%20Mag%20Mile%C2%AE%2C%20the,lakefront%20Chicago%20has%20to%20offer.",,,,,,,,
September,"Tue, Sep 12","Tue, Sep 12", 1 ,5:30 PM,Get Lit: Grown Up Book Fair,American Writers Museum,,,,,,,https://americanwritersmuseum.org/program-calendar/get-lit-grown-up-book-fair/,,,,,,,,
September,"Wed, Sep 13","Sun, Dec 31", 109 ,various,Hamilton,James M. Nederlander Theatre,,,,,,,https://www.broadwayinchicago.com/show/hamilton-2023/,,,,,,,,
September,"Fri, Sep 15","Fri, Sep 15", 1 ,7:00 PM,Nikki Glaser,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-nikki-glaser/07005EBE94780F1A,,,,,,,,
September,"Fri, Sep 15","Fri, Sep 15", 1 ,7:00 PM,Karol G,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/karol-g-manana-sera-bonito-tour,,,,,,,,
September,"Sat, Sep 16","Sat, Sep 16", 1 ,8:00 PM,Fantasia,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-fantasia/07005EBEA69717A3,,,,,,,,
September,"Sun, Sep 17","Sun, Sep 17", 1 ,7:30 PM,This is Important Podcast,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-this-is-important-live/07005F0E561D0B17,,,,,,,,
September,"Mon, Sep 18","Mon, Sep 18", 1 ,7:30 PM,Music of the Baroque: The Mozart Requiem,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/rentals/music-of-the-baroque-mozart-requiem/,,,,,,,,
September,"Tue, Sep 19","Tue, Sep 19", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/09-19-2023,,,,,,,,
September,"Thu, Sep 21","Thu, Sep 21", 1 ,7 PM to 10 PM,Chicago Gourmet: Tacos & Tequilas,Harris Theater Rooftop,,,,5000 (Total all 4 days),,,https://www.chicagogourmet.org/page/TacosTequila,,,,,,,,
September,"Thu, Sep 21","Fri, Sep 22", 1 ,7:30 PM,Muti Conducts The Firebird,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/muti-conducts-the-firebird/,,,,,,,,
September,"Fri, Sep 22","Fri, Sep 22", 1 ,6 PM to 10 PM,Chicago Gourmet: Hamburger Hop,Harris Theater Rooftop,,,,5000 (Total all 4 days),,,https://www.chicagogourmet.org/page/hamburgerhop,,,,,,,,
September,"Fri, Sep 22","Fri, Sep 22", 1 ,11:00 AM,2023 Metro Chicago Heart Walk,Soldier Field,,,,,,,https://www2.heart.org/site/TR?fr_id=8989&pg=informational&type=fr_informational&sid=1020,,,,,,,,
September,"Fri, Sep 22","Fri, Sep 22", 1 ,7:00 PM,Anthony Jeselnik,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-anthony-jeselnik/07005E79A7631B74,,,,,,,,
September,"Fri, Sep 22","Sun, Oct 1", 9 ,Various,World Music Festival (DCASE),Jay Pritzker Pavilion,,,,,Millennium Park & Lakeside Garage,https://www.millenniumgarages.com/chicago-department-of-cultural-and-special-events/,https://www.chicago.gov/city/en/depts/dca/supp_info/world_music_festival.html,,,,,,,,
September,"Sat, Sep 23","Sat, Sep 23", 1 ,7:00 PM,Spider-Man: Into The Spider-Verse Live,Cadillac Palace Theatre,,,,,,,http://cadillacpalacetheatre.com/events/spider-man-into-the-spider-verse-live-in-concert-23-september-2023/,,,,,,,,
September,"Sat, Sep 23","Sat, Sep 23", 1 ,6:30 PM,Symphony Ball: Muti & Kavakos,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-specials/symphony-ball-muti-kavakos/,,,,,,,,
September,"Sat, Sep 23","Sat, Sep 23", 1 ,9:00 AM,ALS Walk for Life Chicago,Solder,,,,,,,"https://lesturnerals.org/events/walk-for-life/#:~:text=Join%20us%20for%20this%20year's,Walk%20for%20Life.",,,,,,,,
September,"Sat, Sep 23","Sat, Sep 23", 1 ,7:30 PM,Kathleen Madigan,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-kathleen-madigan/07005E77992312A4,,,,,,,,
September,"Sat, Sep 23","Sat, Sep 23", 1 ,7:30 PM,Chicago Fire FC vs. New England Revolution,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-new-england-revolution,,,,,,,,
September,"Sat, Sep 23","Sun, Sep 24", 1 ,"7:30 PM, 1:00 PM",Gerald Arpino Chicago Centennial Celebration,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/gerald-arpino-chicago-centennial-celebration/,,,,,,,,
September,"Sat, Sep 23","Sat, Sep 23", 1 ,8 AM to 12 PM,BrainUp 7th Annual 5K Run/Walk,Maggie Daley Park,,,,800,Millennium Lakeside Garage,https://www.millenniumgarages.com/brainup5k22/,https://brainup.ngo/,,,,,,,,
September,"Sat, Sep 23","Sat, Sep 23", 1 ,12 PM to 10 PM,Chicago Gourmet: Grand Cru (Day/Night),Harris Theater Rooftop,,,,5000 (Total all 4 days),,,https://www.chicagogourmet.org/page/grandcru,,,,,,,,
September,"Sun, Sep 24","Sun, Sep 24", 1 ,6:00 AM,HOKA Chicago Half Marathon & 5k,Jackson Park,,,,,,,https://www.chicagohalfmarathon.com/chicago-half-marathon-series/,,,,,,,,
September,"Sun, Sep 24","Sun, Sep 24", 1 ,1 PM to 4 PM,Chicago Gourmet: Prost in the Park,Harris Theater Rooftop,,,,5000 (Total all 4 days),,,https://www.chicagogourmet.org/page/prost,,,,,,,,
September,"Sun, Sep 24","Sun, Sep 24", 1 ,4:30 PM,USWNT vs South Africa,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/uswnt-vs-south-africa,,,,,,,,
september,"Sun, Sep 24","Sun, Sep 24", 1 ,7:30 PM,Loona,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-sean-healy-presents-loona/07005F02A9D12AC8,,,,,,,,
September,"Tue, Sep 26","Tue, Sep 26", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/09-26-2023,,,,,,,,
September,"Tue, Sep 26","Tue, Sep 26", 1 ,7:30 PM,Muti Conducts The Firebird,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/muti-conducts-the-firebird/,,,,,,,,
September,"Tue, Sep 26","Tue, Sep 26", 1 ,6:00 PM,In Conversation with Pearl Cleage,American Writers Museum,,,,,,,https://americanwritersmuseum.org/program-calendar/in-conversation-with-pearl-cleage-playwright-poet-and-author/,,,,,,,,
September,"Tue, Sep 26","Tue, Sep 26", 1 ,6:00 PM,Marquis Hill,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/marquis-hill,,,,,,,,
September,"Wed, Sep 27","Wed, Sep 27", 1 ,7:30 PM,Ray LaMontagne,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-ray-lamontagne/07005E93BA621EF6,,,,,,,,
September,"Thu, Sep 28","Thu, Sep 28", 1 ,6:00 PM,AIA Chicago - Designight 2023,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/aia-chicago-designight-2023,,,,,,,,
September,"Thu, Sep 28","Thu, Sep 28", 1 ,7:30 PM,Dr. Andrew Huberman,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-dr-andrew-huberman/07005EA9A6221C17,,,,,,,,
September,"Thu, Sep 28","Sat, Sep 30", 2 ,Various,"Muti, Glass & Mendelssohn Italian",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/muti-glass-and-mendelssohn-italian/,,,,,,,,
September,"Fri, Sep 29","Fri, Sep 29", 1 ,7:30 PM,Matteo Lane,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-matteo-lane/07005E77CC951E7F,,,,,,,,
September,"Fri, Sep 29","Fri, Sep 29", 1 ,8:00 PM,Nick Cave,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/nick-cave/,,,,,,,,
September,"Sat, Sep 30","Sat, Sep 30", 1 ,9:00 AM,AIDS Run Walk,Soldier Field,,,,,,,https://tools.aidsrunwalk.org/,,,,,,,,
September,"Sat, Sep 30","Sat, Sep 30", 1 ,5:00 PM,St. Jude Dream Event,Jay Pritzker Pavilion,,,,"2,000",,,https://cen.event.stjude.org/ELP/DREAM/,,,,,,,,
September,"Sat, Sep 30","Sat, Sep 30", 1 ,7:30 PM,Tank and the Bangas with Chicago Philharmonic,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/tank-and-the-bangas-with-chicago-philharmonic-2/,,,,,,,,
September,"Sat, Sep 30","Sat, Sep 30", 1 ,7:30 PM,Sam Morril,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2023-sam-morril/07005ECEC1CD3BF7,,,,,,,,
October,"Sun, Oct 1","Sun, Oct 1", 1 ,12:00 PM,Chicago Bears vs. Denver Broncos,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-denver-broncos,,,,,,,,
October,"Sun, Oct 1","Sun, Oct 1", 1 ,7:30 PM,Gregory Alan Isakov,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-gregory-alan-isakov/07005E8DB85B320F,,,,,,,,
October,"Sun, Oct 1","Sun, Oct 1", 1 ,7:30 PM,TwoSet Violin World Tour 2023/24,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/rentals/twoset-violin-world-tour/,,,,,,,,
October,"Mon, Oct 2","Mon, Oct 2", 1 ,7:30 PM,Beyond the Aria: Program I,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/beyond-aria-program-i,,,,,,,,
October,"Mon, Oct 2","Mon, Oct 2", 1 ,8:00 PM,Eddie Izzard,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-eddie-izzard/07005ECE99962A7F,,,,,,,,
October,"Mon, Oct 2","Fri, Oct 6", 4 ,Various,Roosevelt Homecoming Week,Colleges,,,,,,,,,,,,,,,
October,"Tue, Oct 3","Tue, Oct 3", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/10-03-2023,,,,,,,,
October,"Tue, Oct 3","Tue, Oct 3", 1 ,7:30 PM,American Panorama,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/american-panorama,,,,,,,,
October,"Wed, Oct 4","Wed, Oct 4", 1 ,7:30 PM,Chicago Fire FC vs. Inter Miami CF,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-inter-miami-cf,,,,,,,,
October,"Thu, Oct 5","Thu, Oct 5", 1 ,6:00 PM,Patty Lin,American Writers Museum,,,,,,,https://americanwritersmuseum.org/program-calendar/patty-lin-end-credits-how-i-broke-up-with-hollywood-in-person/,,,,,,,,
October,"Thu, Oct 5","Thu, Oct 5", 1 ,7:30 PM,Ringo Starr,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-ringo-starr-and-his-all-starr-band/07005EA4B6FE2F00,,,,,,,,
October,"Fri, Oct 6","Fri, Oct 6", 1 ,8:00 PM,Penn & Teller,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2022-penn-teller/07005C9AAE612032,,,,,,,,
October,"Fri, Oct 6","Sun, Oct 8", 2 ,8:00 PM,Bob Dylan,Cadillac Palace Theatre,,,,,,,http://cadillacpalacetheatre.com/events/bob-dylan-06-october-2023/,,,,,,,,
October,"Sat, Oct 7","Sat, Oct 7", 1 ,7:30 PM,Chicago Sinfonietta: Amplify,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/chicago-sinfonietta-amplify/,,,,,,,,
October,"Sat, Oct 7","Sat, Oct 7", 1 ,7:30 PM,Chicago Fire FC vs. Charlotte FC,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-charlotte-fc-1,,,,,,,,
October,"Sat, Oct 7","Sat, Oct 7", 1 ,8:00 PM,Ben Schwartz,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-ben-schwartz-friends/07005E75C1131D40,,,,,,,,
October,"Sat, Oct 7","Sat, Oct 7", 1 ,8:30 AM,2023 Walk to End Alzheimer's - Chicago,Soldier Field,,,,,,,https://act.alz.org/site/TR?fr_id=16533&pg=entry,,,,,,,,
October,"Sun, Oct 8","Sun, Oct 8", 1 ,6 AM to 2 PM,BOA Chicago Marathon,Grant Park,,,,"40,000",Millennium Park & Lakeside Garage,https://www.millenniumgarages.com/bankofamericamarathon/,https://www.chicagomarathon.com/,,,,,,,,
October,"Sun, Oct 8","Sun, Oct 8", 1 ,7:30 PM,Bonnie Raitt,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-bonnie-raitt/07005E35D6EF48B4,,,,,,,,
October,"Mon, Oct 9","Mon, Oct 9", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/10-09-2023,,,,,,,,
October,"Mon, Oct 9","Mon, Oct 9", 1 ,-,Columbus Day/Indigenous Peoples' Day,,,,,,,,,,,,,,,,
October,"Tue, Oct 10","Tue, Oct 10", 1 ,5:30 PM,Get Lit: Cinema of Screams,American Writers Museum,,,,,,,https://americanwritersmuseum.org/program-calendar/get-lit-cinema-of-screams/,,,,,,,,
October,"Tue, Oct 10","Tue, Oct 10", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/10-10-2023,,,,,,,,
October,"Wed, Oct 11","Sun, Oct 29", 18 ,Various,A Wonderful World,Cadillac Palace Theatre,,,,,,,https://www.broadwayinchicago.com/show/a-wonderful-world/,,,,,,,,
October,"Wed, Oct 11","Wed, Oct 11", 1 ,7:30 PM,Arooj Aftab / Vijay Iyer / Shahzad Ismaily: Love in Exile,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/arooj-aftab-vijay-iyer-shahzad-ismaily-love-exile,,,,,,,,
October,"Thu, Oct 12","Thu, Oct 12", 1 ,8:00 PM,Raphael Saadiq,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-raphael-saadiq/07005ECF038B456D,,,,,,,,
October,"Thu, Oct 12","Fri, Oct 13", 1 ,7:30 PM,Diwali: Illumination,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/diwali-illumination,,,,,,,,
October,"Thu, Oct 12","Sun, Oct 15", 3 ,Various,Jaap van Zweden Conducts Beethoven 5,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/jaap-van-zweden-conducts-beethoven-5/,,,,,,,,
October,"Fri, Oct 13","Fri, Oct 13", 1 ,8:00 PM,Anoushka Shankar,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/scp-specials/anoushka-shankar/,,,,,,,,
October,"Fri, Oct 13","Fri, Oct 13", 1 ,7:30 PM,Jimmy Carr,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-jimmy-carr/07005E75CCF91F64,,,,,,,,
October,"Sat, Oct 14","Sat, Oct 14", 1 ,8:00 PM,The Temptations & The Four Tops,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-the-temptations-the-four-tops/07005E9A80C81056,,,,,,,,
October,"Sat, Oct 14","Sat, Oct 14", 1 ,8:00 AM,Making Strides of Chicago,Soldier Field,,,,,,,https://secure.acsevents.org/site/STR?pg=entry&fr_id=105583,,,,,,,,
October,"Sat, Oct 14","Sat, Oct 14", 1 ,7:30 PM,Chicago Philharmonic presents Ryan Speedo Green,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/chicago-philharmonic-presents-ryan-speedo-green,,,,,,,,
October,"Sun, Oct 15","Sun, Oct 15", 1 ,12:00 PM,Bears vs. Minnesota Vikings,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-minnesota-vikings-1,,,,,,,,
October,"Mon, Oct 16","Mon, Oct 16", 1 ,7:30 PM,Music of the Baroque: Viva Vivaldi!,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/viva-vivaldi,,,,,,,,
October,"Tue, Oct 17","Tue, Oct 17", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/10-17-2023,,,,,,,,
October,"Thu, Oct 19","Sat, Oct 21", 2 ,7:30 PM,Gershwin & Bernstein,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/gershwin-and-bernstein-west-side-story/,,,,,,,,
October,"Fri, Oct 20","Sat, Oct 21", 1 ,7:00 PM,Jim Jefferies,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-jim-jefferies/07005E70A4555C4A,,,,,,,,
October,"Fri, Oct 20","Fri, Oct 20", 1 ,7:30 PM,J.S. Bach: Mass in B minor BWV232,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/js-bach-mass-b-minor-bwv232,,,,,,,,
October,"Fri, Oct 20","Sun, Oct 22", 2 ,Various,Columbia Weekend 2023,Colleges,,,,,,,,,,,,,,,
October,"Sat, Oct 21","Sat, Oct 21", 1 ,10 AM  to 1 PM,Kendall College Open House,Colleges,,,,,,,https://nl.edu/news-and-events/events/2023/october/kendall-college-open-house/,,,,,,,,
October,"Sat, Oct 21","Sat, Oct 21", 1 ,1:30 PM,United States Marine Band,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/scp-specials/united-states-marine-band/,,,,,,,,
October,"Sat, Oct 21","Sat, Oct 21", 1 ,7:30 PM,"George Frideric Handel: L'Allegro, il Penseroso ed il Moderato",Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/george-frideric-handel-lallegro-il-penseroso-ed-il-moderato,,,,,,,,
October,"Sat, Oct 21","Sat, Oct 21", 1 ,5:00 PM,Light The Night ,Soldier Field,,,,,,,https://www.lightthenight.org/events/chicago,,,,,,,,
October,"Sat, Oct 21","Sat, Oct 21", 1 ,8:00 PM,An Evening With: David Sedaris and Henry Rollins,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/david-sedaris-henry-rollins/,,,,,,,,
October,"Sat, Oct 21","Sat, Oct 21", 1 ,8:30 AM,Autism Speaks Walk,Soldier Field,,,,,,,https://act.autismspeaks.org/site/TR/Walk/Chicagoland?pg=entry&fr_id=7135,,,,,,,,
October,"Sun, Oct 22","Sun, Oct 22", 1 ,3:00 PM,"Jean-Yves Thibaudet, Lisa Batiashvili & Gautier Capuçon",Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/scp-chamber/thibaudet-batiashvili-capucon/,,,,,,,,
October,"Sun, Oct 22","Sun, Oct 22", 1 ,12:00 PM,Bears vs. Las Vegas Raiders,Soldier Field,,,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-las-vegas-raiders,,,,,,,,
October,"Sun, Oct 22","Sun, Oct 22", 1 ,4:00 PM,Disney Junior Live,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/disney-junior-live/,,,,,,,,
October,"Sun, Oct 22","Sun, Oct 22", 1 ,7:00 PM,Snow White and The Seven Dwarfs,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/snow-white-and-seven-dwarfs,,,,,,,,
October,"Mon, Oct 23","Mon, Oct 23", 1 ,7:30 PM,Civic Symphonic Dances,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/civic-orchestra/civic-symphonic-dances/,,,,,,,,
October,"Tue, Oct 24","Tue, Oct 24", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/10-24-2023,,,,,,,,
October,"Tue, Oct 24","Tue, Oct 24", 1 ,7:30 PM,Gershwin & Bernstein,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/gershwin-and-bernstein-west-side-story/,,,,,,,,
October,"Thu, Oct 26","Thu, Oct 26", 1 ,7:30 PM,John Malkovich,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-john-malkovich/07005EA49E181A96,,,,,,,,
October,"Thu, Oct 26","Sat, Oct 28", 2 ,Various,Mahler 1,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/mahler-1/,,,,,,,,
October,"Fri, Oct 27","Fri, Oct 27", 1 ,7:30 PM,UNLIMITED | Season 61,Harris Theater,,,,,,,https://www.harristheaterchicago.org/performance/unlimited-season-61,,,,,,,,
October,"Fri, Oct 27","Fri, Oct 27", 1 ,8:00 PM,Samara Joy,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/scp-jazz/samara-joy/,,,,,,,,
October,"Fri, Oct 27","Sat, Oct 28", 1 ,8:00 PM,Chelsea Handler,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-chelsea-handler/07005E86F05F31DB,,,,,,,,
October,"Sat, Oct 28","Sat, Oct 28", 1 ,7:00 AM,2023 Komen Chicago Race for the Cure,Soldier Field,,,,,,,https://secure.info-komen.org/site/TR?fr_id=9856&pg=entry&_ga=2.230820575.112586406.1694809278-1167685607.1693495279&_gl=1*2q2goc*_ga*MTE2NzY4NTYwNy4xNjkzNDk1Mjc5*_ga_HGS8BJYTKQ*MTY5NDgwOTI3OC4yLjAuMTY5NDgwOTI3OC42MC4wLjA.*_fplc*elR2OGNicUpibnVIM1klMkZvak95SjJyRDhaMjNXNiUyRkRqcGJwSGM2dXVyRmJ1eG1weDV4RUJRV0hlODdRaDA0MzVlQ1dROG5hNUJITU5Xb01JYXpjekJiMUN5M05pQWc0TTVLMkdVSTVKZk83VWtUbTBaV1FXSjRTOEIlMkJ2QnZRJTNEJTNE,,,,,,,,
October,"Sat, Oct 28","Sat, Oct 28", 1 ,8:00 PM,Sonic Symphony,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/sonic-symphony/,,,,,,,,
October,"Sun, Oct 29","Sun, Oct 29", 1 ,8:00 PM,Nurse Blake,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2023-nurse-blake/07005E569EBE20E5,,,,,,,,
October,"Tue, Oct 31","Tue, Oct 31", 1 ,9 AM to 5 PM,Free Admission Day,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/free-admission-days/10-31-2023,,,,,,,,
October,"Tue, Oct 31","Tue, Oct 31", 1 ,-,Halloween,,,,,,,,,,,,,,,,
October,"Tue, Oct 31","Sun, Nov 12", 12 ,Various,Company,Cadillac Palace Theatre,,,,,,,https://www.broadwayinchicago.com/show/company/,,,,,,,,
November,"Wed, Nov 1","Wed, Nov 1", 1 ,7:30 PM,"An Evening With: John Cusack, Screening of High Fidelity",Chicago Theatre,,,,,,,https://auditoriumtheatre.org/events-details/postponement-an-evening-with-john-cusack-screening-of-high-fidelity/,,,,,,,,
November,"Thu, Nov 2","Sat, Nov 4", 2 ,7:30 PM,The Planets,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-classical/the-planets/,,,,,,,,
November,"Fri, Nov 3","Fri, Nov 3", 1 ,7:30 PM,Deeply Rooted Dance Theater,Auditorium Theatre,,,,,,,https://auditoriumtheatre.org/events-details/deeply-rooted-dance-theater-2023/,,,,,,,,
November,"Fri, Nov 3","Sun, Nov 5", 2 ,Various,Nate Bargatze,Chicago Theatre,,,,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2023-nate-bargatze/07005E8CB8AA2387,,,,,,,,
November,"Sat, Nov 4","Sat, Nov 4", 1 ,"11:00 AM, 12:45 PM",Loreena McKennitt,Chicago Symphony Orchestra,,,,,,,https://cso.org/performances/23-24/cso-for-kids/global-perspectives/,,,,,,,,
November,"Sat, Nov 4","Sat, Nov 4", 1 ,7:30 PM,Loreena McKennitt,Chicago Theatre,,,,,,,https://auditoriumtheatre.org/events-details/loreena-mckennitt/,,,,,,,,
November,"Sat, Nov 4","Sat, Nov 4", 1 ,8:00 PM,EVOLVE: Annual Fundraising Gala,Field Museum,,,,,,,https://www.fieldmuseum.org/our-events/evolve/evolve-november-4-2023,,,,,,,,
November,"Sun, Nov 5","Sun, Nov 5", 1 ,12 PM to 10 PM,Allstate Hot Chocolate 15K and 5K,"Grant Park
Butler Field",,,,"30,000",Millennium Lakeside Garage,https://www.millenniumgarages.com/hot-chocolate-5k/,https://hotchocolate15k.com/city/chicago/,,,,,,,,
November,"Sun, Nov 5","Sun, Nov 5", 1 ,3:00 PM,Chicago Sinfonietta: Depth,Chicago Theatre,,,,,,,https://auditoriumtheatre.org/events-details/chicago-sinfonietta-depth/,,,,,,,,
